*Vertices 1400
1 82.0 967.0
2 1331.0 239.5
3 569.5 949.0
4 1000.5 780.5
5 970.5 900.5
6 82.0 327.0
7 814.5 461.5
8 783.0 152.0
9 811.5 241.5
10 882.5 1188.5
11 146.0 733.5
12 1201.5 613.0
13 1097.0 300.5
14 901.5 1080.0
15 51.0 165.0
16 1266.5 459.0
17 431.0 195.5
18 1298.5 1254.0
19 568.5 54.0
20 752.0 165.0
21 239.5 690.5
22 970.5 50.5
23 1020.5 1006.5
24 340.5 440.0
25 970.5 810.5
26 1270.5 379.0
27 533.5 194.0
28 431.0 1045.5
29 273.0 1220.0
30 1199.5 729.0
31 1146.5 1080.0
32 987.0 14.0
33 881.5 381.5
34 117.5 547.0
35 16.0 130.0
36 881.5 951.5
37 498.5 54.0
38 881.5 276.5
39 269.5 840.5
40 713.5 1152.0
41 180.5 1021.5
42 849.5 461.5
43 910.5 170.5
44 146.5 513.5
45 16.0 60.0
46 783.0 117.0
47 82.5 512.0
48 1097.0 405.5
49 846.5 986.5
50 1366.0 309.5
51 1020.5 331.5
52 901.5 1115.0
53 1132.0 335.5
54 1111.5 475.0
55 361.0 695.5
56 748.5 1257.0
57 636.0 654.0
58 667.5 614.0
59 393.0 1218.5
60 531.0 14.0
61 82.0 397.0
62 284.5 1041.5
63 1132.0 905.5
64 1062.0 125.5
65 940.5 870.5
66 500.5 508.0
67 391.0 14.0
68 358.0 613.5
69 1269.5 694.0
70 305.5 475.0
71 12.5 617.0
72 917.5 513.5
73 47.5 1222.0
74 181.5 1258.5
75 985.5 971.5
76 43.5 426.5
77 181.0 654.0
78 818.5 512.0
79 1009.0 545.0
80 598.0 931.0
81 12.5 582.0
82 1009.0 580.0
83 535.5 613.0
84 1146.5 1115.0
85 1131.5 613.0
86 884.5 461.5
87 910.5 840.5
88 1097.0 1045.5
89 748.5 1152.0
90 1234.5 729.0
91 665.0 344.5
92 1270.5 344.0
93 970.5 110.5
94 985.5 331.5
95 665.0 274.5
96 1097.0 195.5
97 1062.0 335.5
98 466.0 230.5
99 1094.0 1148.5
100 601.0 654.0
101 713.5 1257.0
102 812.0 58.5
103 1301.5 1099.0
104 1299.0 686.0
105 752.0 840.0
106 783.0 82.0
107 466.0 730.5
108 881.5 241.5
109 566.0 14.0
110 940.5 140.5
111 500.5 578.0
112 665.0 1019.5
113 51.0 840.0
114 847.5 513.5
115 181.5 583.5
116 1132.0 125.5
117 670.5 1064.0
118 1062.0 905.5
119 466.0 800.5
120 940.5 80.5
121 410.5 1115.0
122 6.0 654.0
123 375.5 1080.0
124 216.0 14.0
125 499.5 879.0
126 1020.5 971.5
127 811.5 276.5
128 148.5 1101.5
129 270.5 475.0
130 113.5 426.5
131 632.5 1254.0
132 111.0 733.5
133 396.0 765.5
134 284.5 401.5
135 811.5 951.5
