*Vertices 5600
1 2389.0 1934.0
2 1445.5 2381.5
3 82.0 1397.0
4 1833.0 55.5
5 1166.5 1823.0
6 562.5 1789.0
7 2387.5 936.5
8 1127.0 1934.0
9 2387.5 2216.5
10 2152.0 951.0
11 569.5 949.0
12 2464.0 90.5
13 783.0 152.0
14 2672.5 2229.0
15 2283.5 241.5
16 82.0 1327.0
17 1097.0 300.5
18 629.0 1331.5
19 1701.5 840.5
20 110.5 1591.5
21 1416.0 311.0
22 2733.0 2299.5
23 1641.5 2180.5
24 752.0 165.0
25 239.5 690.5
26 251.5 2538.5
27 2464.0 2220.5
28 2032.0 984.5
29 1795.0 613.5
30 1763.0 765.5
31 82.0 1537.0
32 1964.5 579.0
33 1637.5 1720.0
34 1675.0 2535.0
35 1451.0 2161.0
36 987.0 14.0
37 1742.5 1080.0
38 2411.0 1220.0
39 1637.5 1755.0
40 1964.5 1149.0
41 713.5 1152.0
42 2283.5 2161.5
43 1443.0 14.0
44 82.0 2317.0
45 2000.0 291.0
46 910.5 170.5
47 1418.0 1445.0
48 16.0 60.0
49 2387.5 1681.5
50 2003.0 1934.0
51 2000.0 361.0
52 2214.0 838.5
53 2249.0 1408.5
54 1798.0 940.5
55 1798.0 975.5
56 2534.0 300.5
57 901.5 1115.0
58 1798.0 870.5
59 361.0 695.5
60 1111.5 475.0
61 636.0 654.0
62 1901.5 2194.0
63 2568.5 1893.0
64 667.5 614.0
65 598.0 1431.0
66 2402.5 2180.5
67 533.5 1334.0
68 2069.5 1859.0
69 2002.5 424.0
70 2000.0 326.0
71 284.5 1041.5
72 2499.0 2080.5
73 1062.0 125.5
74 777.0 1294.0
75 391.0 14.0
76 2312.5 1970.5
77 12.5 617.0
78 465.5 1823.0
79 1371.5 2379.0
80 2319.0 654.0
81 43.5 426.5
82 985.5 971.5
83 2638.5 2463.0
84 1199.5 1474.0
85 1900.5 54.0
86 1167.0 2325.5
87 12.5 582.0
88 1299.0 2281.0
89 1146.5 1115.0
90 1451.0 916.0
91 2031.0 1401.5
92 910.5 840.5
93 748.5 1827.0
94 1234.5 729.0
95 1270.5 344.0
96 2499.0 695.5
97 1868.0 2150.5
98 1611.5 1510.5
99 1097.0 195.5
100 1484.0 1397.0
101 2701.0 81.0
102 2669.0 1294.0
103 1686.5 936.5
104 2319.5 583.5
105 445.5 1755.0
106 1686.5 2216.5
107 1094.0 1148.5
108 1484.0 1327.0
109 445.5 1720.0
110 1798.0 1335.5
111 566.0 14.0
112 2672.5 2264.0
113 1484.0 1537.0
114 181.5 583.5
115 51.0 1445.0
116 1006.5 1755.0
117 715.0 2301.0
118 1062.0 905.5
119 2773.5 459.0
120 970.5 2090.5
121 6.0 654.0
122 952.0 1934.0
123 1270.5 1659.0
124 1006.5 1720.0
125 216.0 14.0
126 499.5 879.0
127 270.5 475.0
128 2283.5 276.5
129 632.5 1254.0
130 340.5 2395.0
131 200.5 1720.0
132 1236.5 1253.0
133 811.5 951.5
134 2671.5 729.0
135 1832.5 1858.0
136 709.5 1101.5
137 2115.5 2502.0
138 361.0 2080.5
139 1132.0 1475.5
140 2066.0 86.5
141 2283.5 381.5
142 2220.5 1257.0
143 1000.5 2180.5
144 200.5 1755.0
145 2461.0 1858.5
146 1548.0 1338.5
147 1453.0 130.0
148 1024.0 1788.5
149 2534.0 195.5
150 2373.5 2360.0
151 2249.5 548.5
152 1484.0 2317.0
153 1583.0 1934.0
154 1686.5 1681.5
155 1131.5 2498.0
156 466.0 370.5
157 535.5 2498.0
158 562.5 509.0
159 2568.5 1788.0
160 1868.0 2255.5
161 1701.5 170.5
162 2602.5 879.0
163 1368.5 1254.0
164 1937.5 2463.0
165 47.5 1187.0
166 1512.5 2231.5
167 535.5 2533.0
168 431.0 405.5
