*Vertices 121
1 7.0 6.0
2 2.0 5.0
3 10.0 8.0
4 4.0 4.0
5 1.0 1.0
6 9.0 5.0
7 6.0 10.0
8 4.0 0.0
9 3.0 1.0
10 4.0 5.0
11 1.0 10.0
12 9.0 4.0
13 2.0 4.0
14 7.0 2.0
15 3.0 10.0
16 9.0 0.0
17 2.0 0.0
18 6.0 1.0
19 7.0 9.0
20 6.0 7.0
21 8.0 5.0
22 3.0 3.0
23 0.0 8.0
24 1.0 3.0
25 5.0 8.0
26 8.0 4.0
27 3.0 7.0
28 6.0 3.0
29 8.0 0.0
30 1.0 7.0
31 5.0 4.0
32 8.0 8.0
33 6.0 6.0
34 1.0 2.0
35 5.0 0.0
36 0.0 5.0
37 7.0 10.0
38 3.0 2.0
39 5.0 5.0
40 3.0 6.0
41 0.0 0.0
42 7.0 1.0
43 6.0 2.0
44 0.0 4.0
45 1.0 6.0
46 10.0 5.0
47 9.0 8.0
48 6.0 9.0
49 7.0 7.0
50 2.0 8.0
51 7.0 3.0
52 10.0 4.0
53 4.0 8.0
54 3.0 9.0
55 10.0 0.0
56 1.0 9.0
57 9.0 1.0
58 1.0 5.0
59 4.0 10.0
60 2.0 1.0
61 6.0 0.0
62 5.0 6.0
63 8.0 3.0
64 3.0 5.0
65 6.0 4.0
66 0.0 2.0
67 2.0 10.0
68 5.0 2.0
69 9.0 10.0
70 4.0 1.0
71 3.0 0.0
72 0.0 6.0
73 1.0 4.0
74 6.0 5.0
75 10.0 9.0
76 8.0 7.0
77 3.0 4.0
78 1.0 0.0
79 8.0 1.0
80 10.0 2.0
81 4.0 7.0
82 5.0 9.0
83 9.0 3.0
84 2.0 3.0
85 8.0 10.0
86 0.0 9.0
87 7.0 8.0
88 2.0 7.0
89 10.0 6.0
90 4.0 3.0
91 9.0 7.0
92 7.0 0.0
93 9.0 2.0
94 2.0 2.0
95 5.0 10.0
96 7.0 4.0
97 10.0 3.0
98 0.0 1.0
99 4.0 6.0
100 5.0 1.0
101 4.0 2.0
102 8.0 9.0
103 0.0 10.0
104 10.0 7.0
105 9.0 6.0
106 7.0 5.0
107 2.0 6.0
108 8.0 2.0
109 10.0 1.0
110 0.0 3.0
111 1.0 8.0
112 5.0 7.0
113 4.0 9.0
114 3.0 8.0
115 10.0 10.0
116 0.0 7.0
117 5.0 3.0
118 8.0 6.0
119 9.0 9.0
120 6.0 8.0
121 2.0 9.0
*Edges
111 50 1.0
6 46 1.0
88 50 1.0
84 22 1.0
92 29 1.0
32 102 1.0
81 112 1.0
51 96 1.0
114 53 1.0
56 11 1.0
78 17 1.0
34 94 1.0
54 113 1.0
29 16 1.0
47 119 1.0
95 7 1.0
96 106 1.0
120 87 1.0
30 88 1.0
64 40 1.0
43 14 1.0
87 19 1.0
102 119 1.0
68 117 1.0
33 1 1.0
94 38 1.0
58 45 1.0
38 101 1.0
53 25 1.0
24 73 1.0
112 20 1.0
70 101 1.0
28 65 1.0
49 76 1.0
77 4 1.0
3 75 1.0
48 19 1.0
65 96 1.0
99 62 1.0
87 32 1.0
5 60 1.0
44 36 1.0
18 43 1.0
65 74 1.0
101 90 1.0
45 107 1.0
117 31 1.0
20 120 1.0
37 85 1.0
89 104 1.0
57 93 1.0
8 35 1.0
25 120 1.0
102 85 1.0
4 10 1.0
31 65 1.0
22 77 1.0
41 78 1.0
82 48 1.0
2 107 1.0
99 81 1.0
74 33 1.0
91 47 1.0
10 99 1.0
16 57 1.0
13 77 1.0
19 37 1.0
82 95 1.0
30 111 1.0
108 93 1.0
35 100 1.0
78 5 1.0
81 53 1.0
116 23 1.0
21 6 1.0
27 114 1.0
14 108 1.0
26 21 1.0
