*Vertices 1681
1 9.5 4.0
2 9.0 5.0
3 1.0 8.5
4 3.25 3.25
5 5.5 1.75
6 6.75 7.0
7 6.5 3.0
8 3.0 8.25
9 6.25 10.0
10 7.75 9.25
11 4.75 7.25
12 5.25 0.25
13 6.75 6.75
14 4.75 7.5
15 7.25 8.75
16 4.5 2.25
17 3.75 1.25
18 9.0 4.75
19 9.75 1.5
20 2.25 4.0
21 3.75 0.5
22 6.75 9.5
23 4.5 2.5
24 7.25 9.75
25 3.5 8.5
26 4.75 8.0
27 8.25 0.25
28 6.75 6.25
29 1.25 8.25
30 2.25 3.75
31 5.5 1.5
32 9.0 4.25
33 3.25 3.5
34 0.25 2.0
35 9.75 1.75
36 9.0 4.5
37 9.5 3.75
38 4.75 7.75
39 6.25 9.0
40 6.5 2.75
41 7.5 1.0
42 6.75 6.5
43 1.5 8.5
44 9.0 5.25
45 2.25 3.25
46 7.5 1.75
47 0.0 1.25
48 2.0 8.25
49 4.25 10.0
50 5.75 9.25
51 6.75 7.25
52 9.75 1.0
53 0.0 0.5
54 4.75 7.0
55 4.5 3.0
56 6.75 7.5
57 5.25 8.75
58 10.0 2.0
59 2.75 1.25
60 6.5 2.25
61 8.25 9.75
62 8.5 8.25
63 7.25 0.25
64 4.75 6.75
65 9.5 3.25
66 2.75 0.5
67 9.0 5.5
68 3.25 4.0
69 4.75 6.25
70 6.5 2.5
71 4.75 9.5
72 8.25 8.75
73 5.25 9.75
74 2.5 8.5
75 6.75 8.0
76 3.25 3.75
77 7.5 1.5
78 9.0 6.0
79 1.75 8.25
80 9.5 3.5
81 2.25 3.5
82 9.0 5.75
83 4.5 2.75
84 5.5 1.0
85 4.75 6.5
86 6.75 7.75
87 9.25 9.25
88 4.25 9.0
89 10.0 0.25
90 3.25 3.0
91 9.5 2.25
92 7.25 2.0
93 6.0 8.25
94 9.0 7.5
95 9.25 0.0
96 4.75 4.75
97 0.5 8.5
98 6.75 5.5
99 2.75 1.75
100 6.5 3.25
101 4.75 5.0
102 4.5 4.0
103 0.25 9.75
104 6.75 5.25
105 7.5 0.5
106 0.0 1.75
107 5.75 0.75
108 9.0 7.25
109 2.25 2.25
110 7.5 1.25
111 6.75 5.75
112 0.25 8.75
113 4.5 3.75
114 2.75 1.5
115 4.75 4.5
116 2.25 2.5
117 9.25 0.75
118 7.0 8.5
119 9.0 7.75
120 9.0 8.0
121 9.5 2.5
122 0.0 1.5
123 3.75 1.0
124 3.25 2.75
125 6.5 3.5
126 6.75 6.0
127 4.75 4.25
128 5.75 0.0
129 5.25 2.0
130 4.0 8.25
131 10.0 8.75
132 9.0 6.75
133 2.25 3.0
134 0.75 8.5
135 4.75 5.5
136 4.5 3.25
137 3.75 1.75
138 6.75 4.75
139 4.75 5.25
140 5.5 0.5
141 6.75 5.0
142 6.5 4.0
143 7.75 0.75
144 8.75 8.5
145 8.0 10.0
146 3.25 2.25
147 5.5 1.25
148 9.5 3.0
149 9.0 7.0
150 3.75 1.5
151 6.5 3.75
152 0.25 0.25
153 6.75 4.5
154 4.75 5.75
155 0.0 1.0
156 9.75 0.5
157 9.0 6.5
158 9.5 2.75
159 8.0 9.0
160 3.25 2.5
161 5.0 8.5
162 9.75 1.25
163 2.75 1.0
164 2.25 2.75
165 9.0 6.25
166 8.25 2.0
167 10.0 9.75
168 9.0 9.5
169 6.75 4.25
170 7.75 0.0
171 4.5 3.5
172 4.75 6.0
173 6.5 7.0
174 6.75 3.0
175 6.0 10.0
176 3.5 2.0
177 7.5 9.25
178 4.5 7.25
179 9.0 4.0
180 9.5 5.0
181 2.25 4.75
182 0.0 0.75
183 0.5 9.75
184 3.25 5.5
185 5.75 1.75
186 9.5 4.75
187 2.25 5.0
188 9.25 1.5
189 3.25 5.25
190 0.25 8.5
191 5.0 0.25
192 6.5 6.75
193 4.5 7.5
194 2.75 0.75
195 7.0 8.75
196 4.75 2.25
197 3.25 5.75
198 1.0 2.0
199 5.75 1.5
200 9.5 4.25
201 2.25 4.5
202 4.75 2.5
203 6.5 9.5
204 7.0 9.75
205 0.0 0.0
206 4.5 8.0
207 8.75 0.25
208 6.5 6.25
209 4.5 7.75
210 6.0 9.0
211 6.75 2.75
212 7.75 1.0
213 6.5 6.5
214 3.25 6.0
215 9.25 1.75
216 0.5 8.75
217 9.5 4.5
218 2.75 0.0
219 2.25 4.25
220 9.0 3.75
221 0.75 0.25
222 2.5 2.0
223 4.0 10.0
224 5.5 9.25
225 6.5 7.25
226 9.25 1.0
227 4.5 7.0
228 4.75 3.0
229 0.75 9.75
230 9.5 5.25
231 2.25 5.5
232 7.75 1.75
233 3.25 4.75
234 9.0 3.25
235 9.5 5.5
236 2.25 5.25
237 3.25 5.0
238 3.75 0.75
239 6.5 7.5
240 5.0 8.75
241 8.75 9.75
242 6.75 2.25
243 8.0 8.25
244 7.0 0.25
245 4.5 6.75
246 7.75 1.5
247 3.25 4.5
248 9.5 6.0
249 2.25 5.75
250 1.5 2.0
251 9.0 3.5
252 4.5 6.25
253 4.5 9.5
254 8.75 8.75
255 6.75 2.5
256 5.0 9.75
257 6.5 8.0
258 4.75 2.75
259 5.75 1.0
260 4.5 6.5
261 10.0 8.5
262 6.5 7.75
263 9.75 9.25
264 4.0 9.0
265 3.75 0.0
266 3.25 4.25
267 0.5 0.25
268 9.5 5.75
269 2.25 6.0
270 0.75 8.75
271 9.75 0.0
272 4.5 4.75
273 6.5 5.5
274 1.0 9.75
275 6.75 3.25
276 3.25 7.0
277 7.0 2.0
278 9.0 2.25
279 3.0 10.0
280 6.25 8.25
281 9.5 7.5
282 2.25 7.25
283 3.75 9.25
284 2.5 0.25
285 3.25 6.75
286 3.5 8.75
287 9.5 7.25
288 2.25 7.5
289 5.5 0.75
290 7.75 1.25
291 4.5 5.0
292 4.75 4.0
293 1.25 9.0
294 6.5 5.25
295 7.75 0.5
296 3.25 9.5
297 9.75 0.75
298 9.5 7.75
299 2.25 8.0
300 7.25 8.5
301 3.5 9.75
302 3.25 6.25
303 6.5 5.75
304 0.5 2.0
305 1.25 10.0
306 4.75 3.75
307 4.5 4.5
308 6.75 3.5
309 1.0 8.75
310 6.5 6.0
311 4.5 4.25
312 5.5 0.0
313 1.5 0.25
314 9.5 8.0
315 2.25 7.75
316 9.0 2.5
317 3.0 9.0
318 3.25 6.5
319 4.5 5.5
320 1.5 9.75
321 4.75 3.25
322 6.5 4.75
323 2.0 10.0
324 5.0 2.0
325 4.25 8.25
326 3.25 7.25
327 2.75 9.25
328 9.5 6.75
329 2.25 7.0
330 2.5 8.75
331 3.25 7.5
332 7.5 0.75
333 8.25 8.5
334 5.75 1.25
335 8.5 10.0
336 9.0 3.0
337 3.5 0.25
338 9.5 7.0
339 2.25 6.75
340 1.75 9.0
341 4.5 5.25
342 5.75 0.5
343 0.0 9.25
344 6.5 5.0
345 6.75 4.0
346 9.5 6.5
347 2.25 6.25
348 9.0 2.75
349 2.25 9.5
350 8.5 9.0
351 3.25 8.0
352 5.25 8.5
353 9.25 1.25
354 2.5 9.75
355 6.75 3.75
356 6.5 4.5
357 4.5 5.75
358 1.75 10.0
359 0.75 2.0
360 9.25 0.5
361 6.5 4.25
362 7.5 0.0
363 1.0 0.25
364 4.75 3.5
365 1.5 8.75
366 4.5 6.0
367 9.5 6.25
368 2.25 6.5
369 8.75 2.0
370 3.25 7.75
371 9.5 9.5
372 2.0 9.0
373 5.75 0.25
374 6.25 6.75
375 7.75 8.75
376 4.25 7.5
377 4.0 2.25
378 3.5 1.25
379 1.25 3.5
380 8.75 1.5
381 8.0 4.75
382 0.5 1.0
383 2.0 4.0
384 3.5 0.5
385 8.5 4.0
386 8.0 5.0
387 3.0 3.25
388 5.0 1.75
389 6.25 7.0
390 0.75 1.5
391 1.75 3.75
392 6.0 3.0
393 6.75 10.0
394 3.25 8.25
395 10.0 0.75
396 4.25 7.25
397 7.25 9.25
398 3.0 3.5
399 1.0 1.25
400 8.75 1.75
401 8.0 4.5
402 8.5 3.75
403 4.25 7.75
404 1.0 0.5
405 6.75 9.0
406 1.75 4.0
407 6.0 2.75
408 7.0 1.0
409 6.25 6.5
410 6.25 9.5
411 4.0 2.5
412 0.75 1.75
413 1.25 3.25
414 4.25 8.0
415 3.75 8.5
416 7.75 9.75
417 6.25 6.25
418 9.25 0.25
419 2.0 3.75
420 5.0 1.5
421 10.0 0.0
422 8.0 4.25
423 5.75 8.75
424 6.25 7.5
425 9.5 8.25
426 2.5 1.25
427 1.75 3.5
428 6.0 2.25
429 9.25 9.75
430 7.75 0.25
431 4.25 6.75
432 8.5 3.25
433 2.5 0.5
434 8.0 5.5
435 3.0 4.0
436 0.75 1.0
437 8.0 5.25
438 2.0 3.25
439 7.0 1.75
440 4.75 10.0
441 2.25 8.25
442 6.25 7.25
443 5.25 9.25
444 4.25 7.0
445 0.25 0.0
446 8.75 1.0
447 4.0 3.0
448 0.5 1.5
449 1.25 3.75
450 0.0 8.5
451 1.5 1.25
452 2.0 3.5
453 8.0 5.75
454 4.0 2.75
455 1.25 4.0
456 5.0 1.0
457 4.25 6.5
458 1.5 0.5
459 6.25 7.75
460 4.75 9.0
461 8.25 9.25
462 4.25 6.25
463 0.5 1.75
464 1.75 3.25
465 6.0 2.5
466 9.25 8.75
467 4.25 9.5
468 2.75 8.5
469 6.25 8.0
470 5.75 9.75
471 3.0 3.75
472 7.0 1.5
473 0.25 0.75
474 8.0 6.0
475 8.5 3.5
476 4.25 5.0
477 4.0 4.0
478 1.0 1.0
479 1.25 2.75
480 6.25 5.25
481 7.0 0.5
482 5.25 0.75
483 8.0 7.25
484 2.0 2.25
485 7.0 1.25
486 3.0 3.0
487 1.5 1.5
488 6.5 8.25
489 7.75 2.0
490 8.5 2.25
